DNA_plate	DNA_well	old_sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	PigPen	Cohort	Dysentery	date of sample	pig ID	alt_sample_name	replicate	r1_filename	r2_filename
plate_7	E11	Ja31/14315			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14315					-80C			1E		0.0	Ja31	14315	14315-170131-01	1	combined_new/plate_7_E11.r1.fastq.gz	combined_new/plate_7_E11.r2.fastq.gz
plate_7	C5	Ja31/14317			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14317					-80C			2C		0.0	Ja31	14317	14317-170131-01	1	combined_new/plate_7_C5.r1.fastq.gz	combined_new/plate_7_C5.r2.fastq.gz
plate_4	G2	Ja31/14320			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14320					-80C			4D		0.0	Ja31	14320	14320-170131-01	1	combined_new/plate_4_G2.r1.fastq.gz	combined_new/plate_4_G2.r2.fastq.gz
plate_7	H1	Ja31/14320			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14320					-80C			4D		0.0	Ja31	14320	14320-170131-02	2	combined_new/plate_7_H1.r1.fastq.gz	combined_new/plate_7_H1.r2.fastq.gz
plate_5	H5	Ja31/14322			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14322					-80C			1A		0.0	Ja31	14322	14322-170131-01	1	combined_new/plate_5_H5.r1.fastq.gz	combined_new/plate_5_H5.r2.fastq.gz
plate_5	F9	Ja31/29631			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29631					-80C			1C		0.0	Ja31	29631	29631-170131-01	1	combined_new/plate_5_F9.r1.fastq.gz	combined_new/plate_5_F9.r2.fastq.gz
plate_7	G12	Ja31/29633			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29633					-80C			4I		0.0	Ja31	29633	29633-170131-01	1	combined_new/plate_7_G12.r1.fastq.gz	combined_new/plate_7_G12.r2.fastq.gz
plate_8	G5	Ja31/29643			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29643					-80C			4H		0.0	Ja31	29643	29643-170131-01	1	combined_new/plate_8_G5.r1.fastq.gz	combined_new/plate_8_G5.r2.fastq.gz
plate_7	F3	Ja31/29644			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29644					-80C			2B		0.0	Ja31	29644	29644-170131-01	1	combined_new/plate_7_F3.r1.fastq.gz	combined_new/plate_7_F3.r2.fastq.gz
plate_6	F2	Ja31/29645			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29645					-80C			4G		0.0	Ja31	29645	29645-170131-01	1	combined_new/plate_6_F2.r1.fastq.gz	combined_new/plate_6_F2.r2.fastq.gz
plate_8	C5	Ja31/29645			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29645					-80C			4G		0.0	Ja31	29645	29645-170131-02	2	combined_new/plate_8_C5.r1.fastq.gz	combined_new/plate_8_C5.r2.fastq.gz
plate_7	E8	Ja31/29646			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29646					-80C			4I		0.0	Ja31	29646	29646-170131-01	1	combined_new/plate_7_E8.r1.fastq.gz	combined_new/plate_7_E8.r2.fastq.gz
plate_8	A3	Ja31/29647			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29647					-80C			4I		0.0	Ja31	29647	29647-170131-01	1	combined_new/plate_8_A3.r1.fastq.gz	combined_new/plate_8_A3.r2.fastq.gz
plate_4	B1	Ja31/29652			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29652					-80C			4D		0.0	Ja31	29652	29652-170131-01	1	combined_new/plate_4_B1.r1.fastq.gz	combined_new/plate_4_B1.r2.fastq.gz
plate_6	E5	Ja31/29652			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29652					-80C			4D		0.0	Ja31	29652	29652-170131-02	2	combined_new/plate_6_E5.r1.fastq.gz	combined_new/plate_6_E5.r2.fastq.gz
plate_6	B5	Ja31/29653			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29653					-80C			4A		0.0	Ja31	29653	29653-170131-01	1	combined_new/plate_6_B5.r1.fastq.gz	combined_new/plate_6_B5.r2.fastq.gz
plate_7	D3	Ja31/29653			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29653					-80C			4A		0.0	Ja31	29653	29653-170131-02	2	combined_new/plate_7_D3.r1.fastq.gz	combined_new/plate_7_D3.r2.fastq.gz
plate_7	E3	Ja31/29654			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29654					-80C			1C		0.0	Ja31	29654	29654-170131-01	1	combined_new/plate_7_E3.r1.fastq.gz	combined_new/plate_7_E3.r2.fastq.gz
plate_8	A5	Ja31/29655			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29655					-80C			4H		0.0	Ja31	29655	29655-170131-01	1	combined_new/plate_8_A5.r1.fastq.gz	combined_new/plate_8_A5.r2.fastq.gz
plate_7	H9	Ja31/29665			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29665					-80C			1B		0.0	Ja31	29665	29665-170131-01	1	combined_new/plate_7_H9.r1.fastq.gz	combined_new/plate_7_H9.r2.fastq.gz
plate_7	H12	Ja31/29666			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29666					-80C			1D		0.0	Ja31	29666	29666-170131-01	1	combined_new/plate_7_H12.r1.fastq.gz	combined_new/plate_7_H12.r2.fastq.gz
plate_4	A12	Ja31/29667			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29667					-80C			4E		0.0	Ja31	29667	29667-170131-01	1	combined_new/plate_4_A12.r1.fastq.gz	combined_new/plate_4_A12.r2.fastq.gz
plate_8	D12	Ja31/29667			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29667					-80C			4E		0.0	Ja31	29667	29667-170131-02	2	combined_new/plate_8_D12.r1.fastq.gz	combined_new/plate_8_D12.r2.fastq.gz
plate_7	A4	Ja31/29668			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29668					-80C			4A		0.0	Ja31	29668	29668-170131-01	1	combined_new/plate_7_A4.r1.fastq.gz	combined_new/plate_7_A4.r2.fastq.gz
plate_7	D6	Ja31/29668			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29668					-80C			4A		0.0	Ja31	29668	29668-170131-02	2	combined_new/plate_7_D6.r1.fastq.gz	combined_new/plate_7_D6.r2.fastq.gz
plate_8	C6	Ja31/29679			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29679					-80C			4G		0.0	Ja31	29679	29679-170131-01	1	combined_new/plate_8_C6.r1.fastq.gz	combined_new/plate_8_C6.r2.fastq.gz
plate_7	H2	Ja31/29691			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29691					-80C			4F		0.0	Ja31	29691	29691-170131-01	1	combined_new/plate_7_H2.r1.fastq.gz	combined_new/plate_7_H2.r2.fastq.gz
plate_5	C4	Ja31/29692			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29692					-80C			3C		0.0	Ja31	29692	29692-170131-01	1	combined_new/plate_5_C4.r1.fastq.gz	combined_new/plate_5_C4.r2.fastq.gz
plate_7	D12	Ja31/29693			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29693					-80C			4H		0.0	Ja31	29693	29693-170131-01	1	combined_new/plate_7_D12.r1.fastq.gz	combined_new/plate_7_D12.r2.fastq.gz
plate_6	B1	Ja31/29694			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29694					-80C			4C		0.0	Ja31	29694	29694-170131-01	1	combined_new/plate_6_B1.r1.fastq.gz	combined_new/plate_6_B1.r2.fastq.gz
plate_8	G3	Ja31/29694			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29694					-80C			4C		0.0	Ja31	29694	29694-170131-02	2	combined_new/plate_8_G3.r1.fastq.gz	combined_new/plate_8_G3.r2.fastq.gz
plate_7	H8	Ja31/29700			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29700					-80C			3B		0.0	Ja31	29700	29700-170131-01	1	combined_new/plate_7_H8.r1.fastq.gz	combined_new/plate_7_H8.r2.fastq.gz
plate_5	A12	Ja31/29702			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29702					-80C			4G		0.0	Ja31	29702	29702-170131-01	1	combined_new/plate_5_A12.r1.fastq.gz	combined_new/plate_5_A12.r2.fastq.gz
plate_6	H8	Ja31/29703			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29703					-80C			4E		0.0	Ja31	29703	29703-170131-01	1	combined_new/plate_6_H8.r1.fastq.gz	combined_new/plate_6_H8.r2.fastq.gz
plate_7	H7	Ja31/29704			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29704					-80C			3C		0.0	Ja31	29704	29704-170131-01	1	combined_new/plate_7_H7.r1.fastq.gz	combined_new/plate_7_H7.r2.fastq.gz
plate_8	D7	Ja31/29705			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29705					-80C			1B		0.0	Ja31	29705	29705-170131-01	1	combined_new/plate_8_D7.r1.fastq.gz	combined_new/plate_8_D7.r2.fastq.gz
plate_8	A2	Ja31/29706			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29706					-80C			1E		0.0	Ja31	29706	29706-170131-01	1	combined_new/plate_8_A2.r1.fastq.gz	combined_new/plate_8_A2.r2.fastq.gz
plate_7	C12	Ja31/29707			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29707					-80C			1A		0.0	Ja31	29707	29707-170131-01	1	combined_new/plate_7_C12.r1.fastq.gz	combined_new/plate_7_C12.r2.fastq.gz
plate_7	H3	Ja31/29715			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29715					-80C			4H		0.0	Ja31	29715	29715-170131-01	1	combined_new/plate_7_H3.r1.fastq.gz	combined_new/plate_7_H3.r2.fastq.gz
plate_8	C4	Ja31/29718			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29718					-80C			4C		0.0	Ja31	29718	29718-170131-01	1	combined_new/plate_8_C4.r1.fastq.gz	combined_new/plate_8_C4.r2.fastq.gz
plate_8	D2	Ja31/29718			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29718					-80C			4C		0.0	Ja31	29718	29718-170131-02	2	combined_new/plate_8_D2.r1.fastq.gz	combined_new/plate_8_D2.r2.fastq.gz
plate_8	H1	Ja31/29742			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29742					-80C			2C		0.0	Ja31	29742	29742-170131-01	1	combined_new/plate_8_H1.r1.fastq.gz	combined_new/plate_8_H1.r2.fastq.gz
plate_4	E3	Ja31/29743			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29743					-80C			4C		0.0	Ja31	29743	29743-170131-01	1	combined_new/plate_4_E3.r1.fastq.gz	combined_new/plate_4_E3.r2.fastq.gz
plate_7	F12	Ja31/29743			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29743					-80C			4C		0.0	Ja31	29743	29743-170131-02	2	combined_new/plate_7_F12.r1.fastq.gz	combined_new/plate_7_F12.r2.fastq.gz
plate_8	B2	Ja31/29745			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29745					-80C			4G		0.0	Ja31	29745	29745-170131-01	1	combined_new/plate_8_B2.r1.fastq.gz	combined_new/plate_8_B2.r2.fastq.gz
plate_8	G9	Ja31/29752			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29752					-80C			2A		0.0	Ja31	29752	29752-170131-01	1	combined_new/plate_8_G9.r1.fastq.gz	combined_new/plate_8_G9.r2.fastq.gz
plate_4	E10	Ja31/29753			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29753					-80C			4C		0.0	Ja31	29753	29753-170131-01	1	combined_new/plate_4_E10.r1.fastq.gz	combined_new/plate_4_E10.r2.fastq.gz
plate_8	B5	Ja31/29753			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29753					-80C			4C		0.0	Ja31	29753	29753-170131-02	2	combined_new/plate_8_B5.r1.fastq.gz	combined_new/plate_8_B5.r2.fastq.gz
plate_5	C3	Ja31/29754			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29754					-80C			4F		0.0	Ja31	29754	29754-170131-01	1	combined_new/plate_5_C3.r1.fastq.gz	combined_new/plate_5_C3.r2.fastq.gz
plate_7	B8	Ja31/29754			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29754					-80C			4F		0.0	Ja31	29754	29754-170131-02	2	combined_new/plate_7_B8.r1.fastq.gz	combined_new/plate_7_B8.r2.fastq.gz
plate_7	B10	Ja31/29764			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29764					-80C			1E		0.0	Ja31	29764	29764-170131-01	1	combined_new/plate_7_B10.r1.fastq.gz	combined_new/plate_7_B10.r2.fastq.gz
plate_8	C12	Ja31/29765			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29765					-80C			2A		0.0	Ja31	29765	29765-170131-01	1	combined_new/plate_8_C12.r1.fastq.gz	combined_new/plate_8_C12.r2.fastq.gz
plate_6	D12	Ja31/29777			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29777					-80C			4B		0.0	Ja31	29777	29777-170131-01	1	combined_new/plate_6_D12.r1.fastq.gz	combined_new/plate_6_D12.r2.fastq.gz
plate_8	H8	Ja31/29778			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29778					-80C			2C		0.0	Ja31	29778	29778-170131-01	1	combined_new/plate_8_H8.r1.fastq.gz	combined_new/plate_8_H8.r2.fastq.gz
plate_4	A3	Ja31/29781			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29781					-80C			4A		0.0	Ja31	29781	29781-170131-01	1	combined_new/plate_4_A3.r1.fastq.gz	combined_new/plate_4_A3.r2.fastq.gz
plate_5	B5	Ja31/29781			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29781					-80C			4A		0.0	Ja31	29781	29781-170131-02	2	combined_new/plate_5_B5.r1.fastq.gz	combined_new/plate_5_B5.r2.fastq.gz
plate_8	C8	Ja31/29792			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29792					-80C			2B		0.0	Ja31	29792	29792-170131-01	1	combined_new/plate_8_C8.r1.fastq.gz	combined_new/plate_8_C8.r2.fastq.gz
plate_6	E8	Ja31/29793			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29793					-80C			4B		0.0	Ja31	29793	29793-170131-01	1	combined_new/plate_6_E8.r1.fastq.gz	combined_new/plate_6_E8.r2.fastq.gz
plate_5	D6	Ja31/29796			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Ja31	29796	29796-170131-01	1	combined_new/plate_5_D6.r1.fastq.gz	combined_new/plate_5_D6.r2.fastq.gz
plate_8	F8	Ja31/29796			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Ja31	29796	29796-170131-02	2	combined_new/plate_8_F8.r1.fastq.gz	combined_new/plate_8_F8.r2.fastq.gz
plate_4	E2	Ja31/29797			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29797					-80C			4B		0.0	Ja31	29797	29797-170131-01	1	combined_new/plate_4_E2.r1.fastq.gz	combined_new/plate_4_E2.r2.fastq.gz
plate_6	B4	Ja31/29797			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29797					-80C			4B		0.0	Ja31	29797	29797-170131-02	2	combined_new/plate_6_B4.r1.fastq.gz	combined_new/plate_6_B4.r2.fastq.gz
plate_7	D11	Ja31/29804			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29804					-80C			4I		0.0	Ja31	29804	29804-170131-01	1	combined_new/plate_7_D11.r1.fastq.gz	combined_new/plate_7_D11.r2.fastq.gz
plate_7	F2	Ja31/29846			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29846					-80C			2C		0.0	Ja31	29846	29846-170131-01	1	combined_new/plate_7_F2.r1.fastq.gz	combined_new/plate_7_F2.r2.fastq.gz
plate_4	D12	Ja31/29847			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29847					-80C			4C		0.0	Ja31	29847	29847-170131-01	1	combined_new/plate_4_D12.r1.fastq.gz	combined_new/plate_4_D12.r2.fastq.gz
plate_5	C9	Ja31/29847			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29847					-80C			4C		0.0	Ja31	29847	29847-170131-02	2	combined_new/plate_5_C9.r1.fastq.gz	combined_new/plate_5_C9.r2.fastq.gz
plate_8	F7	Ja31/29863			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29863					-80C			3C		0.0	Ja31	29863	29863-170131-01	1	combined_new/plate_8_F7.r1.fastq.gz	combined_new/plate_8_F7.r2.fastq.gz
plate_7	A12	Ja31/29864			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29864					-80C			2C		0.0	Ja31	29864	29864-170131-01	1	combined_new/plate_7_A12.r1.fastq.gz	combined_new/plate_7_A12.r2.fastq.gz
